# OrdScale, Damp Rate: 0.0239638044938 0.116555513302
#  r 	 Gdiff 	 mPDF_calc 	 TotalDiff
4.036999999999999744e+01 2.592226060359057449e-01 4.505909351748549341e-07 2.592221554449705700e-01
4.038000000000000256e+01 2.832800855481170110e-01 5.289026360766335699e-07 2.832795566454809344e-01
4.039000000000000057e+01 3.104971845821344889e-01 6.100751280269101073e-07 3.104965745070064620e-01
4.039999999999999858e+01 3.386255626831522481e-01 6.941219224954053857e-07 3.386248685612297527e-01
4.040999999999999659e+01 3.650981392873977605e-01 7.810509654038177985e-07 3.650973582364323566e-01
4.042000000000000171e+01 3.873426269813504685e-01 8.708648061017676412e-07 3.873417561165443668e-01
4.042999999999999972e+01 4.027871668518625548e-01 9.635607681746094499e-07 4.027862032910943801e-01
4.043999999999999773e+01 4.092877029709229841e-01 1.059131121805556575e-06 4.092866438398011786e-01
4.045000000000000284e+01 4.051566331713614133e-01 1.157563256581894962e-06 4.051554756081048314e-01
4.046000000000000085e+01 3.893622103074201313e-01 1.258839854745286146e-06 3.893609514675653860e-01
4.046999999999999886e+01 3.616481463069531888e-01 1.362939063609402979e-06 3.616467833678895794e-01
4.047999999999999687e+01 3.225028912171861162e-01 1.469834667089386926e-06 3.225014213825190268e-01
4.049000000000000199e+01 2.732681183560181637e-01 1.579496256010060051e-06 2.732665388597621536e-01
4.050000000000000000e+01 2.159040386488515484e-01 1.691889395749601732e-06 2.159023467594557988e-01
4.050999999999999801e+01 1.530592836494639175e-01 1.806975792162379690e-06 1.530574766736717551e-01
4.052000000000000313e+01 8.765622713444598535e-02 1.924713453796411677e-06 8.765430242099218894e-02
4.053000000000000114e+01 2.291674809413662972e-02 2.045056851446291901e-06 2.291470303728518343e-02
4.053999999999999915e+01 -3.804663796038540435e-02 2.167957073646864519e-06 -3.804880591745905122e-02
4.054999999999999716e+01 -9.230064753634042996e-02 2.293361978308872118e-06 -9.230294089831873883e-02
4.056000000000000227e+01 -1.374229883981202827e-01 2.421216340003917722e-06 -1.374254096144602866e-01
4.057000000000000028e+01 -1.716916564618208574e-01 2.551461992794656908e-06 -1.716942079238136520e-01
4.057999999999999829e+01 -1.939794095315889311e-01 2.684037968103680782e-06 -1.939820935695570348e-01
4.059000000000000341e+01 -2.041538848538038131e-01 2.818880627947217832e-06 -2.041567037344317603e-01
4.060000000000000142e+01 -2.028344870730796612e-01 2.955923792680170692e-06 -2.028374429968723414e-01
4.060999999999999943e+01 -1.914618580583471452e-01 3.095098863897804975e-06 -1.914649531572110430e-01
4.061999999999999744e+01 -1.721704415183298309e-01 3.236334941730811821e-06 -1.721736778532715617e-01
4.063000000000000256e+01 -1.475323632787187145e-01 3.379558937144366837e-06 -1.475357428376558588e-01
4.064000000000000057e+01 -1.204277520517395006e-01 3.524695678575051616e-06 -1.204312767474180756e-01
4.064999999999999858e+01 -9.389871552306383595e-02 3.671668013516260487e-06 -9.390238719107735221e-02
4.065999999999999659e+01 -7.068605406732014762e-02 3.820396904732903387e-06 -7.068987446422488052e-02
4.067000000000000171e+01 -5.323743302519701182e-02 3.970801521369082820e-06 -5.324140382671838090e-02
4.067999999999999972e+01 -4.335214062595393880e-02 4.122799324955683797e-06 -4.335626342527889449e-02
4.068999999999999773e+01 -4.220273176562572282e-02 4.276306150623188085e-06 -4.220700807177634600e-02
4.070000000000000284e+01 -5.003480048524167056e-02 4.431236283519712771e-06 -5.003923172152519028e-02
4.071000000000000085e+01 -6.633904149596625555e-02 4.587502530767340048e-06 -6.634362899849702289e-02
4.071999999999999886e+01 -8.972966115512326368e-02 4.745016289095516093e-06 -8.973440617141235920e-02
4.072999999999999687e+01 -1.181910902027223376e-01 4.903687608415197019e-06 -1.181959938903307528e-01
4.074000000000000199e+01 -1.491438443619454990e-01 5.063425251722319942e-06 -1.491489077871972213e-01
4.075000000000000000e+01 -1.796682844548171953e-01 5.224136751247332455e-06 -1.796735085915684427e-01
4.075999999999999801e+01 -2.067589537679479506e-01 5.385728461732020023e-06 -2.067643394964096826e-01
4.077000000000000313e+01 -2.275391239161340673e-01 5.548105610542197752e-06 -2.275446720217446095e-01
4.078000000000000114e+01 -2.395181657698535194e-01 5.711172345268522577e-06 -2.395238769421987879e-01
4.078999999999999915e+01 -2.407383805872451710e-01 5.874831779190126113e-06 -2.407442554190243611e-01
4.079999999999999716e+01 -2.300609767185863852e-01 6.038986034712090500e-06 -2.300670157046210973e-01
4.081000000000000227e+01 -2.071309546094743936e-01 6.203536285193100852e-06 -2.071371581457595867e-01
4.082000000000000028e+01 -1.724907602905053627e-01 6.368382795746141412e-06 -1.724971286733011089e-01
4.082999999999999829e+01 -1.275836762042147354e-01 6.533424962873457531e-06 -1.275902096291776089e-01
4.084000000000000341e+01 -7.461402811827888559e-02 6.698561353851717470e-06 -7.462072667963273731e-02
4.085000000000000142e+01 -1.644838788004543417e-02 6.863689745586348812e-06 -1.645525156979102052e-02
4.085999999999999943e+01 4.370296548701846362e-02 7.028707163903025190e-06 4.369593677985456059e-02
4.086999999999999744e+01 1.023310071068958549e-01 7.193509923036911502e-06 1.023238135969728180e-01
4.088000000000000256e+01 1.560520054544055346e-01 7.357993665996209742e-06 1.560446474607395384e-01
4.089000000000000057e+01 2.017636036184897175e-01 7.522053405956130590e-06 2.017560815650837613e-01
4.089999999999999858e+01 2.368535490598769611e-01 7.685583568978193725e-06 2.368458634763079829e-01
4.090999999999999659e+01 2.594481505340968108e-01 7.848478038308126514e-06 2.594403020560585027e-01
4.092000000000000171e+01 2.684728367663735127e-01 8.010630200616652985e-06 2.684648261361728960e-01
4.092999999999999972e+01 2.638383025420231176e-01 8.171932994183173093e-06 2.638301306090289344e-01
4.093999999999999773e+01 2.462850441405750601e-01 8.332278959660710527e-06 2.462767118616153994e-01
4.095000000000000284e+01 2.174045969371964371e-01 8.491560292978039826e-06 2.173961053769034590e-01
4.096000000000000085e+01 1.795794833238672505e-01 8.649668901294926826e-06 1.795708336549659556e-01
4.096999999999999886e+01 1.356326499299641553e-01 8.806496461455370905e-06 1.356238434335026999e-01
4.097999999999999687e+01 8.871497457861637903e-02 8.961934481632738425e-06 8.870601264413474629e-02
4.099000000000000199e+01 4.211953131223084013e-02 9.115874365889231612e-06 4.211041543786495089e-02
4.100000000000000000e+01 -1.122994964093626535e-03 9.268207481975820894e-06 -1.132263171575602356e-03
4.100999999999999801e+01 -3.829049208297774509e-02 9.418825232206107234e-06 -3.829991090820995120e-02
4.102000000000000313e+01 -6.739070728912582853e-02 9.567619127626159070e-06 -6.740027490825345469e-02
4.103000000000000114e+01 -8.705793269421777114e-02 9.714480865369301554e-06 -8.706764717508314044e-02
4.103999999999999915e+01 -9.684738043330815005e-02 9.859302409168102521e-06 -9.685723973571731815e-02
4.104999999999999716e+01 -9.709716733050677284e-02 1.000197607310682191e-05 -9.710716930657987966e-02
4.106000000000000227e+01 -8.906179060519398005e-02 1.014239460833676887e-05 -8.907193299980231682e-02
4.107000000000000028e+01 -7.461748064111733969e-02 1.028045129283783332e-05 -7.462776109241017752e-02
4.107999999999999829e+01 -5.623389366462477890e-02 1.041604002399720841e-05 -5.624430970464877610e-02
4.109000000000000341e+01 -3.672065026141102528e-02 1.054905541394979274e-05 -3.673119931682497508e-02
4.110000000000000142e+01 -1.898123179998051357e-02 1.067939288743741111e-05 -1.899191119286795099e-02
4.110999999999999943e+01 -5.813715959377629972e-03 1.080694878201598347e-05 -5.824522908159645955e-03
4.111999999999999744e+01 3.862322695903919190e-04 1.093162045047885731e-05 3.753006491399130617e-04
4.113000000000000256e+01 -2.274209358288203919e-03 1.105330636519711793e-05 -2.285262664653401037e-03
4.114000000000000057e+01 -1.494437990006752814e-02 1.117190622416594503e-05 -1.495555180629169409e-02
4.114999999999999858e+01 -3.792337212223861886e-02 1.128732105850488443e-05 -3.793465944329712375e-02
4.115999999999999659e+01 -7.068311179762581942e-02 1.139945334115155529e-05 -7.069451125096697097e-02
4.117000000000000171e+01 -1.118391322788071518e-01 1.150820709645838935e-05 -1.118506404859036102e-01
4.117999999999999972e+01 -1.592688046079042685e-01 1.161348801034800537e-05 -1.592804180959146165e-01
4.118999999999999773e+01 -2.101787175316565948e-01 1.171520354095734184e-05 -2.101904327351975521e-01
4.120000000000000284e+01 -2.615049672620648469e-01 1.181326302901464231e-05 -2.615167805250938615e-01
4.121000000000000085e+01 -3.099026153779694814e-01 1.190757780811235733e-05 -3.099145229557775938e-01
4.121999999999999886e+01 -3.521120035935195736e-01 1.199806131441105705e-05 -3.521240016548339846e-01
4.122999999999999687e+01 -3.851484720373054005e-01 1.208462919521924306e-05 -3.851605566665006197e-01
4.124000000000000199e+01 -4.066053065359370722e-01 1.216719941621313694e-05 -4.066174737353532853e-01
4.125000000000000000e+01 -4.147052316869458966e-01 1.224569236757400148e-05 -4.147174773793134706e-01
4.125999999999999801e+01 -4.085528607053688366e-01 1.232003096768297112e-05 -4.085651807363365196e-01
4.127000000000000313e+01 -3.881162004466949256e-01 1.239014076492850336e-05 -3.881285905874598541e-01
4.128000000000000114e+01 -3.542870816959545754e-01 1.245595003684929480e-05 -3.542995376459914247e-01
4.128999999999999915e+01 -3.087557333834695106e-01 1.251738988639061745e-05 -3.087682507733559012e-01
4.129999999999999716e+01 -2.540797397041464345e-01 1.257439433544060847e-05 -2.540923140984818751e-01
4.131000000000000227e+01 -1.932227087643485497e-01 1.262690041464731294e-05 -1.932353356647631970e-01
4.132000000000000028e+01 -1.295545408943405974e-01 1.267484824957199052e-05 -1.295672157425901694e-01
4.132999999999999829e+01 -6.665341759191534265e-02 1.271818114309541947e-05 -6.666613577305843807e-02
4.134000000000000341e+01 -7.856644253949163215e-03 1.275684565375453938e-05 -7.869401099602917754e-03
4.135000000000000142e+01 4.369722048084606625e-02 1.279079166955493507e-05 4.368442968917651131e-02
4.135999999999999943e+01 8.554091937472146912e-02 1.281997247727650890e-05 8.552809940224419261e-02
4.136999999999999744e+01 1.157713024116252543e-01 1.284434482710927750e-05 1.157584580667981450e-01
4.138000000000000256e+01 1.334122312797539900e-01 1.286386899229663427e-05 1.333993674107616934e-01
4.139000000000000057e+01 1.382690258062509447e-01 1.287850882375485284e-05 1.382561472974271899e-01
4.139999999999999858e+01 1.309978008286730167e-01 1.288823179948495046e-05 1.309849125968735317e-01
4.140999999999999659e+01 1.130574530738460703e-01 1.289300906869017549e-05 1.130445600647773802e-01
4.142000000000000171e+01 8.653287406754528455e-02 1.289281549055054654e-05 8.651998125205473400e-02
4.142999999999999972e+01 5.402248944733351044e-02 1.288762966744627647e-05 5.400960181766606416e-02
4.143999999999999773e+01 1.843968268451867676e-02 1.287743397272028689e-05 1.842680525054595647e-02
4.145000000000000284e+01 -1.726778005662177318e-02 1.286221457298328263e-05 -1.728064227119475646e-02
4.146000000000000085e+01 -5.019023782907183762e-02 1.284196144477056656e-05 -5.020307979051660818e-02
4.146999999999999886e+01 -7.781185899518283655e-02 1.281666838576223100e-05 -7.782467566356859878e-02
4.147999999999999687e+01 -9.806580277864229700e-02 1.278633302047305076e-05 -9.807858911166277005e-02
4.149000000000000199e+01 -1.094758161547422226e-01 1.275095680053350833e-05 -1.094885671115427561e-01
4.150000000000000000e+01 -1.112789913908145967e-01 1.271054499965562634e-05 -1.112917019358142523e-01
4.150999999999999801e+01 -1.034705623238466599e-01 1.266510670322462673e-05 -1.034832274305498845e-01
4.152000000000000313e+01 -8.668919297855787187e-02 1.261465479289458624e-05 -8.670180763335076646e-02
4.153000000000000114e+01 -6.223971090242785831e-02 1.255920592603543273e-05 -6.225227010835389374e-02
4.153999999999999915e+01 -3.192306321485299803e-02 1.249878051039904348e-05 -3.193556199536339707e-02
4.154999999999999716e+01 2.033927811770697147e-03 1.243340267394980186e-05 2.021494409096747345e-03
4.156000000000000227e+01 3.724929223611428419e-02 1.236310023027681337e-05 3.723692913588400738e-02
4.157000000000000028e+01 7.130031320988022836e-02 1.228790463955742318e-05 7.128802530524067094e-02
4.157999999999999829e+01 1.018560364106712302e-01 1.220785096535392800e-05 1.018438285597058762e-01
4.159000000000000341e+01 1.269356959606476598e-01 1.212297782751670105e-05 1.269235729828201431e-01
4.160000000000000142e+01 1.449578551892342915e-01 1.203332735127959907e-05 1.449458218618830119e-01
4.160999999999999943e+01 1.548310821191901665e-01 1.193894511278270620e-05 1.548191431740773838e-01
4.161999999999999744e+01 1.560767274913154312e-01 1.183988008149339244e-05 1.560648876112339378e-01
4.163000000000000256e+01 1.487465458832258891e-01 1.173618455935221405e-05 1.487348096986665369e-01
4.164000000000000057e+01 1.334569994773529833e-01 1.162791411712937872e-05 1.334453715632358539e-01
4.164999999999999858e+01 1.113208136592799824e-01 1.151512752839423115e-05 1.113092985317515882e-01
4.165999999999999659e+01 8.380876074734575076e-02 1.139788670080632560e-05 8.379736286064494444e-02
4.167000000000000171e+01 5.266944151450633771e-02 1.127625660562320276e-05 5.265816525790071451e-02
4.167999999999999972e+01 1.972902360070216687e-02 1.115030520509874279e-05 1.971787329549706813e-02
4.168999999999999773e+01 -1.312420851580897718e-02 1.102010337836190068e-05 -1.313522861918733908e-02
4.170000000000000284e+01 -4.421772623208086728e-02 1.088572484583827382e-05 -4.422861195692670555e-02
4.171000000000000085e+01 -7.206135196383717245e-02 1.074724609249899654e-05 -7.207209920992967145e-02
4.171999999999999886e+01 -9.555091283469147045e-02 1.060474629011043390e-05 -9.556151758098158089e-02
4.172999999999999687e+01 -1.139762932121356487e-01 1.045830721876916947e-05 -1.139867515193544178e-01
4.174000000000000199e+01 -1.270481982415616606e-01 1.030801318777085918e-05 -1.270585062547494315e-01
4.175000000000000000e+01 -1.348578827949533654e-01 1.015395095615989618e-05 -1.348680367459095253e-01
4.175999999999999801e+01 -1.379210183099892628e-01 9.996209653140297746e-06 -1.379310145196424031e-01
4.177000000000000313e+01 -1.370617713574466823e-01 9.834880698222914219e-06 -1.370716062381449052e-01
4.178000000000000114e+01 -1.332930613961968991e-01 9.670057721733460454e-06 -1.333027314539186325e-01
4.178999999999999915e+01 -1.277788606520413595e-01 9.501836485431569557e-06 -1.277883624885267910e-01
4.179999999999999716e+01 -1.217573057681846649e-01 9.330314803407402380e-06 -1.217666360829880723e-01
4.181000000000000227e+01 -1.163143171520040209e-01 9.155592463755413135e-06 -1.163234727444677763e-01
4.182000000000000028e+01 -1.123673743344497655e-01 8.977771150484037399e-06 -1.123763521056002496e-01
4.182999999999999829e+01 -1.107230783668358143e-01 8.796954366285802962e-06 -1.107318753212021001e-01
4.184000000000000341e+01 -1.117411468015245823e-01 8.613247356001330068e-06 -1.117497600488805837e-01
4.185000000000000142e+01 -1.155775318207579172e-01 8.426757030777221047e-06 -1.155859585777886944e-01
4.185999999999999943e+01 -1.219964235959600796e-01 8.237591893153761724e-06 -1.220046611878532333e-01
4.186999999999999744e+01 -1.305509926825283440e-01 8.045861962846512228e-06 -1.305590385444911905e-01
4.188000000000000256e+01 -1.404828291627986392e-01 7.851678703485465149e-06 -1.404906808415021247e-01
4.189000000000000057e+01 -1.508501433239952672e-01 7.655154950020337523e-06 -1.508577984789452875e-01
4.189999999999999858e+01 -1.606648936901029501e-01 7.456404837236085825e-06 -1.606723500949401862e-01
4.190999999999999659e+01 -1.688290946328196984e-01 7.255543728601487885e-06 -1.688363501765482999e-01
4.192000000000000171e+01 -1.743706203648844877e-01 7.052688146241825606e-06 -1.743776730530307295e-01
4.192999999999999972e+01 -1.763988596663490505e-01 6.847955701300145748e-06 -1.764057076220503506e-01
4.193999999999999773e+01 -1.742105834501870287e-01 6.641465025047921245e-06 -1.742172249152120767e-01
4.195000000000000284e+01 -1.673963651283674192e-01 6.433335700495312892e-06 -1.674027984640679145e-01
4.196000000000000085e+01 -1.557678442148648923e-01 6.223688194223475634e-06 -1.557740679030591158e-01
4.196999999999999886e+01 -1.393860515835967373e-01 6.012643788827487512e-06 -1.393920642273855648e-01
4.197999999999999687e+01 -1.185909270697727003e-01 5.800324515317645258e-06 -1.185967273942880179e-01
4.199000000000000199e+01 -9.395206470278738564e-02 5.586853085812193420e-06 -9.395765155587319784e-02
4.200000000000000000e+01 -6.621062634217533827e-02 5.372352826035764473e-06 -6.621599869500137403e-02
4.200999999999999801e+01 -3.620227914386364709e-02 5.156947607803941125e-06 -3.620743609147145103e-02
4.202000000000000313e+01 -4.770943382314984937e-03 4.940761781133985731e-06 -4.775884144096118923e-03
4.203000000000000114e+01 2.713690969516791007e-02 4.723920106027706955e-06 2.713218577506188237e-02
4.203999999999999915e+01 5.877269164862319872e-02 4.506547683677530891e-06 5.876818510093952119e-02
4.204999999999999716e+01 8.950713874597193698e-02 4.288769887034193928e-06 8.950284997608490278e-02
4.206000000000000227e+01 1.188260082467653689e-01 4.070712290540901002e-06 1.188219375344748280e-01
4.207000000000000028e+01 1.465382238744512566e-01 3.852500599060837416e-06 1.465343713738521958e-01
4.207999999999999829e+01 1.725315983378343798e-01 3.634260575591241604e-06 1.725279640772587886e-01
4.209000000000000341e+01 1.969771854576927161e-01 3.416117968058074439e-06 1.969737693397246581e-01
4.210000000000000142e+01 2.201772386059397402e-01 3.198198434639643040e-06 2.201740404075051005e-01
4.210999999999999943e+01 2.425456835348196449e-01 2.980627467896734828e-06 2.425427029073517482e-01
4.211999999999999744e+01 2.646029592296113564e-01 2.763530317251294832e-06 2.646001956992941051e-01
4.213000000000000256e+01 2.868149456734300773e-01 2.547031910160590940e-06 2.868123986415199167e-01
4.214000000000000057e+01 3.096181859024125793e-01 2.331256771681555762e-06 3.096158546456408978e-01
4.214999999999999858e+01 3.332862226752451029e-01 2.116328942036727057e-06 3.332841063463030662e-01
4.215999999999999659e+01 3.579241062713325316e-01 1.902371892792409369e-06 3.579222038994397392e-01
4.217000000000000171e+01 3.833869858311155232e-01 1.689508441093945379e-06 3.833852963226744293e-01
4.217999999999999972e+01 4.092823667286190070e-01 1.477860662513208467e-06 4.092808888679564938e-01
4.218999999999999773e+01 4.349416937082554169e-01 1.267549801342582327e-06 4.349404261584540743e-01
4.220000000000000284e+01 4.594213960896570415e-01 1.058696179889739852e-06 4.594203373934771517e-01
4.221000000000000085e+01 4.815888993252908090e-01 8.514191056074871256e-07 4.815880479061852015e-01
4.221999999999999886e+01 5.001188593294865203e-01 6.458367765027617224e-07 5.001182134927100176e-01
4.222999999999999687e+01 5.136009063873319125e-01 4.420661848802964755e-07 5.136004643211470322e-01
4.224000000000000199e+01 5.206201901329079451e-01 2.402230199205490635e-07 5.206199499098880246e-01
4.225000000000000000e+01 5.197809944255730175e-01 4.042156787065209755e-08 5.197809540040051468e-01
4.225999999999999801e+01 5.099639418378021372e-01 -1.572253883752594561e-07 5.099640990631905124e-01
4.227000000000000313e+01 4.902411352610185347e-01 -3.526066712500330880e-07 4.902414878676897847e-01
4.228000000000000114e+01 4.601027944089589594e-01 -5.456128121528180941e-07 4.601033400217711122e-01
4.228999999999999915e+01 4.193240450521514839e-01 -7.361361550883849247e-07 4.193247811883065723e-01
4.229999999999999716e+01 3.683230170485291000e-01 -9.240709623048459775e-07 3.683239411194914048e-01
4.231000000000000227e+01 3.078667123890868607e-01 -1.109313519709331786e-06 3.078678217026065700e-01
4.232000000000000028e+01 2.392106248648911415e-01 -1.291762243255112352e-06 2.392119166271343966e-01
4.232999999999999829e+01 1.641372357090531975e-01 -1.471317785606274242e-06 1.641387070268388038e-01
4.234000000000000341e+01 8.470977995891576517e-02 -1.647883142538719703e-06 8.471142784205830389e-02
4.235000000000000142e+01 3.390579275384331126e-03 -1.821363759643441355e-06 3.392400639143974567e-03
4.235999999999999943e+01 -7.729243112313777253e-02 -1.991667638270855356e-06 -7.729043945549950168e-02
4.236999999999999744e+01 -1.545972932541134215e-01 -2.158705440985508872e-06 -1.545951345486724360e-01
4.238000000000000256e+01 -2.259479625030066385e-01 -2.322390596082302139e-06 -2.259456401124105562e-01
4.239000000000000057e+01 -2.889967156916034563e-01 -2.482639400946951014e-06 -2.889942330522025093e-01
4.239999999999999858e+01 -3.416074483299043618e-01 -2.639371123880351888e-06 -3.416048089587804815e-01
4.240999999999999659e+01 -3.821270698352403072e-01 -2.792508104365598598e-06 -3.821242773271359416e-01
4.242000000000000171e+01 -4.094582071121760647e-01 -2.941975851045164347e-06 -4.094552651363250195e-01
4.242999999999999972e+01 -4.230241469243328778e-01 -3.087703137616415461e-06 -4.230210592211952614e-01
4.243999999999999773e+01 -4.229058927320534789e-01 -3.229622096256878905e-06 -4.229026631099572220e-01
4.245000000000000284e+01 -4.098155867237498473e-01 -3.367668307496796132e-06 -4.098122190554423505e-01
4.246000000000000085e+01 -3.850081546500188634e-01 -3.501780887760208572e-06 -3.850046528691311032e-01
4.246999999999999886e+01 -3.502464690227524158e-01 -3.631902573020262537e-06 -3.502428371201793955e-01
4.247999999999999687e+01 -3.077615917918896660e-01 -3.757979798346688938e-06 -3.077578338120913193e-01
4.249000000000000199e+01 -2.600392448637869336e-01 -3.879962774233636225e-06 -2.600353649010127000e-01
4.250000000000000000e+01 -2.096654579663794482e-01 -3.997805557737210691e-06 -2.096614601608217110e-01
4.250999999999999801e+01 -1.593714493503024243e-01 -4.111466119616213888e-06 -1.593673378841828081e-01
4.252000000000000313e+01 -1.115588961448296390e-01 -4.220906406338098549e-06 -1.115546752384233009e-01
4.253000000000000114e+01 -6.853283874546542420e-02 -4.326092397061165329e-06 -6.852851265306836304e-02
4.253999999999999915e+01 -3.201352945311966569e-02 -4.426994155183605617e-06 -3.200910245896448209e-02
4.254999999999999716e+01 -3.414573639431275898e-03 -4.523585874334056650e-06 -3.410050053556941841e-03
4.256000000000000227e+01 1.658188169403931878e-02 -4.615845918581190643e-06 1.658649753995789997e-02
4.257000000000000028e+01 2.781678291406036729e-02 -4.703756856586083224e-06 2.782148667091695338e-02
4.257999999999999829e+01 3.066515563627369989e-02 -4.787305489546006543e-06 3.066994294176324590e-02
4.259000000000000341e+01 2.616365123845276752e-02 -4.866482872765282020e-06 2.616851772132553280e-02
4.260000000000000142e+01 1.569256547191485995e-02 -4.941284330664541535e-06 1.569750675624552450e-02
4.260999999999999943e+01 1.093753210914594209e-03 -5.011709465124530513e-06 1.098764920379718740e-03
4.261999999999999744e+01 -1.561962255975898883e-02 -5.077762156998136267e-06 -1.561454479760199070e-02
4.263000000000000256e+01 -3.228206337614225596e-02 -5.139450560714964311e-06 -3.227692392558154100e-02
4.264000000000000057e+01 -4.680949619490060165e-02 -5.196787091897581146e-06 -4.680429940780870407e-02
4.264999999999999858e+01 -5.729842421590969348e-02 -5.249788407900302101e-06 -5.729317442750179318e-02
4.265999999999999659e+01 -6.206603380627706557e-02 -5.298475381228240355e-06 -6.206073533089583733e-02
4.267000000000000171e+01 -5.998182055061668239e-02 -5.342873065847242309e-06 -5.997647767755083514e-02
4.267999999999999972e+01 -5.024632668535852775e-02 -5.383010656362374746e-06 -5.024094367470216538e-02
4.268999999999999773e+01 -3.268264115098551414e-02 -5.418921440028534597e-06 -3.267722222954548561e-02
4.270000000000000284e+01 -7.542397105188447526e-03 -5.450642741756245302e-06 -7.536946462446691281e-03
4.271000000000000085e+01 2.430489711780736695e-02 -5.478215862032842498e-06 2.431037533366939979e-02
4.271999999999999886e+01 6.165824740613159993e-02 -5.501686007963746405e-06 6.166374909213956368e-02
4.272999999999999687e+01 1.029902272270749042e-01 -5.521102217451168137e-06 1.029957483292923553e-01
4.274000000000000199e+01 1.463705372370060487e-01 -5.536517276666375054e-06 1.463760737542827151e-01
4.275000000000000000e+01 1.899038289797161105e-01 -5.547987630999395847e-06 1.899093769673471099e-01
4.275999999999999801e+01 2.315784892110359927e-01 -5.555573289545145954e-06 2.315840447843255379e-01
4.277000000000000313e+01 2.696090474225044664e-01 -5.559337723504143014e-06 2.696146067602279706e-01
4.278000000000000114e+01 3.022788641933318310e-01 -5.559347758310462240e-06 3.022844235410901415e-01
4.278999999999999915e+01 3.283167811895714161e-01 -5.555673460333476754e-06 3.283223368630317496e-01
4.279999999999999716e+01 3.467254616087157015e-01 -5.548388017917460502e-06 3.467310099967336190e-01
4.281000000000000227e+01 3.569582171874071119e-01 -5.537567616675787008e-06 3.569637547550237877e-01
4.282000000000000028e+01 3.588661975231124401e-01 -5.523291310594036219e-06 3.588717208144230342e-01
4.282999999999999829e+01 3.526699014696870749e-01 -5.505640887804030825e-06 3.526754071105748789e-01
4.284000000000000341e+01 3.389930506430102186e-01 -5.484700732083513941e-06 3.389985353437423021e-01
4.285000000000000142e+01 3.186429340822611866e-01 -5.460557680136979286e-06 3.186483946399413236e-01
4.285999999999999943e+01 2.927403845814474659e-01 -5.433300875545832298e-06 2.927458178823230117e-01
4.286999999999999744e+01 2.624745766840163030e-01 -5.403021618555214900e-06 2.624799797056348583e-01
4.288000000000000256e+01 2.290338415829422658e-01 -5.369813213390584039e-06 2.290392113961556564e-01
4.289000000000000057e+01 1.936116753465159657e-01 -5.333770812410154605e-06 1.936170091173283758e-01
4.289999999999999858e+01 1.572870765077717392e-01 -5.294991258203429751e-06 1.572923714990299426e-01
4.290999999999999659e+01 1.209532917203791635e-01 -5.253572923413774021e-06 1.209585452933025773e-01
4.292000000000000171e+01 8.538398014794029711e-02 -5.209615548965040865e-06 8.538918976348926215e-02
4.292999999999999972e+01 5.105673581096531466e-02 -5.163220081219610513e-06 5.106189903104653427e-02
4.293999999999999773e+01 1.835283990404890098e-02 -5.114488508029674252e-06 1.835795439255693065e-02
4.295000000000000284e+01 -1.259094063152665921e-02 -5.063523694399940656e-06 -1.258587710783225927e-02
4.296000000000000085e+01 -4.169173006214721422e-02 -5.010429217994216700e-06 -4.168671963292922000e-02
4.296999999999999886e+01 -6.899833402871791144e-02 -4.955309204926483524e-06 -6.899337871951298495e-02
4.297999999999999687e+01 -9.455967195545944559e-02 -4.898268166159125414e-06 -9.455477368729328647e-02
4.299000000000000199e+01 -1.184190474747000010e-01 -4.839410834928115079e-06 -1.184142080638650729e-01
4.300000000000000000e+01 -1.405693971283928922e-01 -4.778842005531691584e-06 -1.405646182863873606e-01
4.300999999999999801e+01 -1.609225843658128596e-01 -4.716666373860700645e-06 -1.609178676994389989e-01
4.302000000000000313e+01 -1.793197212097052962e-01 -4.652988379982847533e-06 -1.793150682213253133e-01
4.303000000000000114e+01 -1.954404114595738040e-01 -4.587912053294340708e-06 -1.954358235475205097e-01
4.303999999999999915e+01 -2.089507250364968094e-01 -4.521540860141781693e-06 -2.089462034956366676e-01
4.304999999999999716e+01 -2.195216409533105040e-01 -4.453977554941257466e-06 -2.195171869757555627e-01
4.306000000000000227e+01 -2.267286434042870003e-01 -4.385324034239523883e-06 -2.267242580802527607e-01
4.307000000000000028e+01 -2.302761270296600493e-01 -4.315681195021792149e-06 -2.302718113484650275e-01
4.307999999999999829e+01 -2.298812668620939803e-01 -4.245148796377939959e-06 -2.298770217132976024e-01
4.309000000000000341e+01 -2.254670367322522129e-01 -4.173825325998192781e-06 -2.254628629069262147e-01
4.310000000000000142e+01 -2.170541153981415672e-01 -4.101807870832141489e-06 -2.170500135902707350e-01
4.310999999999999943e+01 -2.048914983454361849e-01 -4.029191992632741304e-06 -2.048874691534435522e-01
4.311999999999999744e+01 -1.893757289645987552e-01 -3.956071608496314340e-06 -1.893717728929902588e-01
4.313000000000000256e+01 -1.710987679422555363e-01 -3.882538876509578074e-06 -1.710948854033790267e-01
4.314000000000000057e+01 -1.507946255796732693e-01 -3.808684086809011049e-06 -1.507908168955864603e-01
4.314999999999999858e+01 -1.292349795574707638e-01 -3.734595558330111587e-06 -1.292312449619124337e-01
4.315999999999999659e+01 -1.072940821710623993e-01 -3.660359540982871529e-06 -1.072904218115214164e-01
4.317000000000000171e+01 -8.582331933207809627e-02 -3.586060123961232193e-06 -8.581973327195413503e-02
